ID,irods_path,alignment,component,composition,dcterms:created,dcterms:creator,dcterms:publisher,id_product,id_run,irods::access_time,is_paired_read,lane,library_id,library_type,manual_qc,md5,reference,sample,sample_accession_number,sample_common_name,sample_donor_id,sample_id,sample_lims,sample_supplier_name,sample_uuid,seqchksum,study,study_accession_number,study_id,study_title,tag_index,target,total_reads,type,subset,sweep_or_wgs,sample_source,linking_id
49989_1#195,/seq/illumina/runs/49/49989/lane1/plex195/49989_1#195.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":195}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":195}]}",2025-01-09T17:34:35Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",f4e77def8f38b5d3c9546b8ab50888559a7c3613996e9372a46e5f1b8e2a34a6,49989,1736531208,1,1,73716356,pWGS-384,1,5380b291bdbf1e08b23879d3313c1ef9,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051211,ERS21365589,Escherichia coli,TRACS15051211,9920157,SQSCP,TRACS_LCL_1_220001,712250e0-92ad-11ef-b117-0242391542d4,3c6bba6f3094ec127b1b5ad9748e1a723c6bba6f3094ec127b1b5ad9748e1a72,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,195,1,2436206,cram,target,wgs,blood,220001
49990_2#108,/seq/illumina/runs/49/49990/lane2/plex108/49990_2#108.cram,1,"{""id_run"":49990,""position"":2,""tag_index"":108}","{""components"":[{""id_run"":49990,""position"":2,""tag_index"":108}]}",2025-01-09T16:15:59Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",0b6419e1d2793fc798254abd26eaac530500009ce24722d4e85b1684fc26d29f,49990,1736856638,1,2,73716950,pWGS-384,1,5453fb6efd51d71b8de1f43bff53c981,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051751,ERS21366129,Escherichia coli,TRACS15051751,9920697,SQSCP,"TRACS_WH_308_M,23.1327198.LA",7b230350-92ad-11ef-b117-0242391542d4,170c1af33510f56d5833408a2295e80e170c1af33510f56d5833408a2295e80e,Whiston,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,108,1,4078276,cram,target,wgs,blood,"M,23.1327198.LA"
49947_1#211,/seq/illumina/runs/49/49947/lane1/plex211/49947_1#211.cram,1,"{""id_run"":49947,""position"":1,""tag_index"":211}","{""components"":[{""id_run"":49947,""position"":1,""tag_index"":211}]}",2024-12-18T19:08:15Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",1304122921ba89db71eab950a07c58c35770966dee48c07deac9a4fca7800ae7,49947,1734715595,1,1,73717509,pWGS-384,1,cce3b89a327600c8dcd91847e70234eb,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15050451,ERS21364829,Klebsiella pneumoniae,TRACS15050451,9919397,SQSCP,TRACS_2_ES_3052,62834e72-92ad-11ef-b117-0242391542d4,04d83f79282ff7ec55a89e7e113ab29a04d83f79282ff7ec55a89e7e113ab29a,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,211,1,803272,cram,target,wgs,environmental,TRACS_2_ES_3052
49989_2#106,/seq/illumina/runs/49/49989/lane2/plex106/49989_2#106.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":106}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":106}]}",2025-01-09T18:32:12Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",391f58c02a6fc08877dd393a42d16d73256c83fbbdfba8efb119e23523fad0af,49989,1736531798,1,2,73716134,pWGS-384,1,69700b60139bc629e4e545da36d07923,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050804,ERS21365206,Escherichia coli,TRACS15050804,9919750,SQSCP,TRACS_LCL_69_216413,692a0266-92ad-11ef-b117-0242391542d4,1268678527afd5e04fd270ab562afc921268678527afd5e04fd270ab562afc92,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,106,1,2935060,cram,target,wgs,blood,216413
49915_3#121,/seq/illumina/runs/49/49915/lane3/plex121/49915_3#121.cram,0,"{""id_run"":49915,""position"":3,""tag_index"":121}","{""components"":[{""id_run"":49915,""position"":3,""tag_index"":121}]}",2024-12-12T02:17:47Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",903f1ec1fcf15804c0005d8bf790885de03c1e57b9b2c11f1ba3dbbbc192982a,49915,1734006627,1,3,72243038,Standard,1,5c7dc76d1dcb63d9315e3e0a7483b763,NA,TRACS15052319,ERS21364478,metagenome,TRACS15052319,9919159,SQSCP,TRACS_Sweep_2_ES_1357,f6b99d38-92aa-11ef-b505-02423c45b5b8,306cacb7627ca1d23b4de44f06df5de7306cacb7627ca1d23b4de44f06df5de7,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,121,1,27320054,cram,target,sweep,environmental,TRACS_2_ES_1357
49989_2#118,/seq/illumina/runs/49/49989/lane2/plex118/49989_2#118.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":118}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":118}]}",2025-01-09T18:34:22Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",5a4dca56e703a630fdd4ba0fb354d20ac08e24cc31d725209042700c3beac7b2,49989,1736531821,1,2,73716039,pWGS-384,1,bfcbf582ccd909a02b05b0d21d789456,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051037,ERS21365461,Escherichia coli,TRACS15051037,9919983,SQSCP,TRACS_LCL_402_226251,6da2e31c-92ad-11ef-b117-0242391542d4,4ef55f343e844814006af879637b15474ef55f343e844814006af879637b1547,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,118,1,2626646,cram,target,wgs,blood,226251
49873_3#24,/seq/illumina/runs/49/49873/lane3/plex24/49873_3#24.cram,0,"{""id_run"":49873,""position"":3,""tag_index"":24}","{""components"":[{""id_run"":49873,""position"":3,""tag_index"":24}]}",2024-11-30T16:41:24Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",1845f6cf8a1368e05e4b78655041180129ce64ebfad35f2ed8a03d677d642bca,49873,1733223733,1,3,73056533,Standard,1,f9b6be6ac1e3583b0c497d8d9bedbd96,NA,TRACS15052171,ERS21364294,metagenome,TRACS15052171,9919011,SQSCP,TRACS_Sweep_2_ES_1954,f5109f36-92aa-11ef-b505-02423c45b5b8,69fb73b316b2ad121bdd2e4913edaae669fb73b316b2ad121bdd2e4913edaae6,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,24,1,25333984,cram,target,sweep,environmental,TRACS_2_ES_1954
49947_1#381,/seq/illumina/runs/49/49947/lane1/plex381/49947_1#381.cram,1,"{""id_run"":49947,""position"":1,""tag_index"":381}","{""components"":[{""id_run"":49947,""position"":1,""tag_index"":381}]}",2024-12-18T19:38:16Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",c786dadd017cd44a52115143a7966c749c8a06273ace57d2f285e6b63cd04de8,49947,1734715988,1,1,73717759,pWGS-384,1,63774a32a01b47656bdf277875eeb24a,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050575,ERS21364872,Escherichia coli,TRACS15050575,9919521,SQSCP,TRACS_2_PS_058,65201106-92ad-11ef-b117-0242391542d4,14fd787316b9150575d5c7f562ecdb1614fd787316b9150575d5c7f562ecdb16,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,381,1,1027080,cram,target,wgs,stool,TRACS_2_PS_058
49915_3#158,/seq/illumina/runs/49/49915/lane3/plex158/49915_3#158.cram,0,"{""id_run"":49915,""position"":3,""tag_index"":158}","{""components"":[{""id_run"":49915,""position"":3,""tag_index"":158}]}",2024-12-12T02:25:45Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",541ee02a686979c0c90e14eb2fdf80e10295d2a9d213f046eb3e5e003733ad20,49915,1734006695,1,3,72260440,Standard,1,b571074b5a5271084503f2990900b220,NA,TRACS15052440,ERS21364587,metagenome,TRACS15052440,9919277,SQSCP,TRACS_Sweep_2_ES_3156,f8130ff2-92aa-11ef-b505-02423c45b5b8,78cc64d006ea178640e37d17646189ba78cc64d006ea178640e37d17646189ba,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,158,1,25779258,cram,target,sweep,environmental,TRACS_2_ES_3156
49947_1#241,/seq/illumina/runs/49/49947/lane1/plex241/49947_1#241.cram,1,"{""id_run"":49947,""position"":1,""tag_index"":241}","{""components"":[{""id_run"":49947,""position"":1,""tag_index"":241}]}",2024-12-18T19:13:26Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",a31c7bf7d1ea173b89ffa60a19b9097c7a0259fa31d14e6c24e6a11356172ef5,49947,1734715662,1,1,73717463,pWGS-384,1,a041dcff2c644027f11ba5bc2e238d28,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050472,ERS21364850,Escherichia coli,TRACS15050472,9919418,SQSCP,TRACS_2_ES_537,63244ed0-92ad-11ef-b117-0242391542d4,26ead1351987df373c9f277e660652a626ead1351987df373c9f277e660652a6,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,241,1,1418382,cram,target,wgs,environmental,TRACS_2_ES_537
49989_1#57,/seq/illumina/runs/49/49989/lane1/plex57/49989_1#57.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":57}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":57}]}",2025-01-09T17:08:00Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",88a012f0c19184edb53eedae848352088259f0fad1571e09a759d0c9f18ce0f3,49989,1736530936,1,1,73716491,pWGS-384,1,5365a4e9ffce687af60300a264c85092,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15051410,ERS21365788,Klebsiella pneumoniae,TRACS15051410,9920356,SQSCP,"TRACS_WH_85_M,23.1322927.DA",74f562f2-92ad-11ef-b117-0242391542d4,321a7789043d967c0700f4e9578e8a00321a7789043d967c0700f4e9578e8a00,Whiston,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,57,1,2023108,cram,target,wgs,blood,"M,23.1322927.DA"
49947_1#383,/seq/illumina/runs/49/49947/lane1/plex383/49947_1#383.cram,1,"{""id_run"":49947,""position"":1,""tag_index"":383}","{""components"":[{""id_run"":49947,""position"":1,""tag_index"":383}]}",2024-12-18T19:38:34Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",b90bd64658331df97a31b192a568eee3884f94b1b0a88c0418b6f1a48d2bad06,49947,1734715996,1,1,73717807,pWGS-384,1,f7a8fd5ffd3fa1ef150acf355b6c2c4c,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050583,ERS21364961,Escherichia coli,TRACS15050583,9919529,SQSCP,TRACS_2_PS_056,6541c12a-92ad-11ef-b117-0242391542d4,2766a0af50126b7c2396e06208cd3fb62766a0af50126b7c2396e06208cd3fb6,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,383,1,1635450,cram,target,wgs,stool,TRACS_2_PS_056
49989_2#230,/seq/illumina/runs/49/49989/lane2/plex230/49989_2#230.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":230}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":230}]}",2025-01-09T18:55:29Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",25b94c5bdcc53a43c00016000d6878410df4c79f5d1fd4fe1dede19a58aed5a8,49989,1736532038,1,2,73716046,pWGS-384,1,688a3e98ad4deb1ff3ca79b81f7a43ce,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050838,ERS21365151,Escherichia coli,TRACS15050838,9919784,SQSCP,TRACS_LCL_182_217999,69bdf156-92ad-11ef-b117-0242391542d4,1696a12445d70840767b87787c079feb1696a12445d70840767b87787c079feb,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,230,1,2079340,cram,target,wgs,blood,217999
49990_1#281,/seq/illumina/runs/49/49990/lane1/plex281/49990_1#281.cram,1,"{""id_run"":49990,""position"":1,""tag_index"":281}","{""components"":[{""id_run"":49990,""position"":1,""tag_index"":281}]}",2025-01-09T15:38:18Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",c0041495e5ff2243a42581fded6118e7b6380e84f9c026d5e91d0c1632ea0878,49990,1736856100,1,1,73717657,pWGS-384,1,3aad5dfc0948ed9b929925cdf14f618d,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050505,ERS21364893,Escherichia coli,TRACS15050505,9919451,SQSCP,TRACS_2_ES_860,63d3002e-92ad-11ef-b117-0242391542d4,5fecef3c1d7bd4985dfcca9f798415515fecef3c1d7bd4985dfcca9f79841551,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,281,1,2885244,cram,target,wgs,environmental,TRACS_2_ES_860
49989_2#350,/seq/illumina/runs/49/49989/lane2/plex350/49989_2#350.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":350}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":350}]}",2025-01-09T19:17:17Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",3f1533d7a2f4a7fca22f1011132c8b2eefed2a36f3b748bf52c2ea94fd0fd874,49989,1736532284,1,2,73716245,pWGS-384,1,5c70171e1801cdbb55b7d321d637ab0b,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15051103,ERS21365433,Klebsiella pneumoniae,TRACS15051103,9920049,SQSCP,TRACS_LCL_434_226775,6f0f2a9e-92ad-11ef-b117-0242391542d4,51011c9b69d2a2f5608975237670ab8f51011c9b69d2a2f5608975237670ab8f,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,350,1,2189416,cram,target,wgs,blood,226775
49990_1#210,/seq/illumina/runs/49/49990/lane1/plex210/49990_1#210.cram,1,"{""id_run"":49990,""position"":1,""tag_index"":210}","{""components"":[{""id_run"":49990,""position"":1,""tag_index"":210}]}",2025-01-09T15:25:51Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",f45e1e2d1e4addf8dec61ccda30ebda560ce9f9d4aae9cc4b0f37ec3adeb464f,49990,1736855922,1,1,73717485,pWGS-384,1,6680d07253378bbac57f33a4cf4068f1,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050686,ERS21365064,Escherichia coli,TRACS15050686,9919632,SQSCP,TRACS_2_PS_646,670a957c-92ad-11ef-b117-0242391542d4,611e258d4dd8877b26c4d4fe11284dc0611e258d4dd8877b26c4d4fe11284dc0,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,210,1,2009464,cram,target,wgs,stool,TRACS_2_PS_646
49937_1#267,/seq/illumina/runs/49/49937/lane1/plex267/49937_1#267.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":267}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":267}]}",2024-12-18T06:44:26Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",8ddd32ed5a16d58803419770d11aa8228ed59bf486fd648db4ef493d29934697,49937,1734621040,1,1,73718088,pWGS-384,1,402502f7029b062101b93289269e504e,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051192,ERS21365570,Escherichia coli,TRACS15051192,9920138,SQSCP,TRACS_LCL_772_230692,70b61ce0-92ad-11ef-b117-0242391542d4,4279400a55aa00365b4bf7223d00125f4279400a55aa00365b4bf7223d00125f,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,267,1,3119882,cram,target,wgs,blood,230692
49947_1#56,/seq/illumina/runs/49/49947/lane1/plex56/49947_1#56.cram,1,"{""id_run"":49947,""position"":1,""tag_index"":56}","{""components"":[{""id_run"":49947,""position"":1,""tag_index"":56}]}",2024-12-18T18:40:54Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",084aac877ad35aa554684151d48b523874041428dcd642e304c905769418bf8e,49947,1734715239,1,1,73717619,pWGS-384,1,55d96bc6e2e9968f09a4eff0672bfe0d,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050610,ERS21364988,Escherichia coli,TRACS15050610,9919556,SQSCP,TRACS_2_PS_410,65b29b3e-92ad-11ef-b117-0242391542d4,24e9dc9a44018a371f776c2c6571e97e24e9dc9a44018a371f776c2c6571e97e,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,56,1,954426,cram,target,wgs,stool,TRACS_2_PS_410
49989_1#270,/seq/illumina/runs/49/49989/lane1/plex270/49989_1#270.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":270}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":270}]}",2025-01-09T17:48:04Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",c947646a7d7384b1da4162a43373a81354713ddde62ff2da76621f7556141812,49989,1736531352,1,1,73716624,pWGS-384,1,35762245330fb1b81333e28bd8665491,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051357,ERS21365713,Escherichia coli,TRACS15051357,9920303,SQSCP,TRACS_LCL_588_226029,73fab398-92ad-11ef-b117-0242391542d4,47792c7e591aa8fa4ff8acaa4a1cf09947792c7e591aa8fa4ff8acaa4a1cf099,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,270,1,2457386,cram,target,wgs,blood,226029
49915_3#174,/seq/illumina/runs/49/49915/lane3/plex174/49915_3#174.cram,0,"{""id_run"":49915,""position"":3,""tag_index"":174}","{""components"":[{""id_run"":49915,""position"":3,""tag_index"":174}]}",2024-12-12T02:28:46Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",e9e5d2c78b89270add49ccedb4fb7d5b8300c36e7b12f5cd5ee567a1983a71b0,49915,1734006728,1,3,72260441,Standard,1,e592bbcdde00510930f6edf4d7fac582,NA,TRACS15052449,ERS21364595,metagenome,TRACS15052449,9919285,SQSCP,TRACS_Sweep_2_ES_3732,f8342eb2-92aa-11ef-b505-02423c45b5b8,06befdb34963ffdd5326336b018db46906befdb34963ffdd5326336b018db469,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,174,1,27080552,cram,target,sweep,environmental,TRACS_2_ES_3732
49937_1#358,/seq/illumina/runs/49/49937/lane1/plex358/49937_1#358.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":358}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":358}]}",2024-12-18T06:59:49Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",8d81874a891e1fc72e85af104d59e987efbf4c3396942645ca4a4e93cbf7873c,49937,1734621216,1,1,73717974,pWGS-384,1,01850f2202cc4044ea26bda3c33fcd5d,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051837,ERS21366231,Escherichia coli,TRACS15051837,9920783,SQSCP,TRACS_CA_LIV31,7cb56546-92ad-11ef-b117-0242391542d4,643cee0952091f8a4351ea0b32a93492643cee0952091f8a4351ea0b32a93492,Companion animal,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,358,1,2449626,cram,target,wgs,NA,TRACS_CA_LIV31
49990_1#179,/seq/illumina/runs/49/49990/lane1/plex179/49990_1#179.cram,1,"{""id_run"":49990,""position"":1,""tag_index"":179}","{""components"":[{""id_run"":49990,""position"":1,""tag_index"":179}]}",2025-01-09T15:20:40Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",16f9380243123d8fb722076cb7993cc5f24b5aea2b24f6416e2bcf5f0447ffe5,49990,1736855844,1,1,73717507,pWGS-384,1,0a24c4a118eae9550429554b925004b1,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15050430,ERS21364808,Klebsiella pneumoniae,TRACS15050430,9919376,SQSCP,TRACS_2_ES_1353,6203ea42-92ad-11ef-b117-0242391542d4,3419773304326f192baf9fcd4229adce3419773304326f192baf9fcd4229adce,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,179,1,1666496,cram,target,wgs,environmental,TRACS_2_ES_1353
49989_1#84,/seq/illumina/runs/49/49989/lane1/plex84/49989_1#84.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":84}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":84}]}",2025-01-09T17:13:09Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",361ecbdd758514f1836c6f87c4852fbef93b0f154822de16ec24bc9ace639741,49989,1736530985,1,1,73716373,pWGS-384,1,b636534107998ee2fad411d25b63601f,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051516,ERS21365894,Escherichia coli,TRACS15051516,9920462,SQSCP,"TRACS_WH_171_M,23.1326038.FA",76df09d8-92ad-11ef-b117-0242391542d4,18823ac52bc51ad23d2dc5144c176bbf18823ac52bc51ad23d2dc5144c176bbf,Whiston,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,84,1,2556576,cram,target,wgs,blood,"M,23.1326038.FA"
49915_3#49,/seq/illumina/runs/49/49915/lane3/plex49/49915_3#49.cram,0,"{""id_run"":49915,""position"":3,""tag_index"":49}","{""components"":[{""id_run"":49915,""position"":3,""tag_index"":49}]}",2024-12-12T02:03:10Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",2b2d3ef3e7ace234e624799a4a87e64a8890cad3aea76532a85a747506f42d2c,49915,1734006494,1,3,72242986,Standard,1,9a11205ac221ccbab4d361cb1944a807,NA,TRACS15052281,ERS21364431,metagenome,TRACS15052281,9919121,SQSCP,TRACS_Sweep_2_PS_360,f65331d8-92aa-11ef-b505-02423c45b5b8,0daa4e4e5631b2441174edf77094bc060daa4e4e5631b2441174edf77094bc06,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,49,1,17156388,cram,target,sweep,stool,TRACS_2_PS_360
49937_1#268,/seq/illumina/runs/49/49937/lane1/plex268/49937_1#268.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":268}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":268}]}",2024-12-18T06:44:34Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",88fc31ed55478d31bca497661c8470a57f78b84f7c742679b6764f54ee032e9c,49937,1734621040,1,1,73718112,pWGS-384,1,5da119ac799b0a7510fe684ead2ca1cb,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051797,ERS21366191,Escherichia coli,TRACS15051797,9920743,SQSCP,TRACS_CA_LIV26,7bec85ea-92ad-11ef-b117-0242391542d4,489dd3de14dc041d4cad883a0180169f489dd3de14dc041d4cad883a0180169f,Companion animal,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,268,1,2227990,cram,target,wgs,NA,TRACS_CA_LIV26
49989_2#279,/seq/illumina/runs/49/49989/lane2/plex279/49989_2#279.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":279}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":279}]}",2025-01-09T19:04:06Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",667409051d3ba074e40daa17f748b1eb90c12b8b24f668c59814778ed7aa9ef9,49989,1736532139,1,2,73716073,pWGS-384,1,b76cf176344b14ede195e832f75dcfa8,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050961,ERS21365339,Escherichia coli,TRACS15050961,9919907,SQSCP,TRACS_LCL_319_222443,6c25aaba-92ad-11ef-b117-0242391542d4,16aabb2f5cf83bfb374567d815ed022c16aabb2f5cf83bfb374567d815ed022c,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,279,1,3123054,cram,target,wgs,blood,222443
